i0,s0_idx,s0,s1,s1_label,s2,s2_label
689,4890,"Yet if the example is modified a little, so that the overtaking is on a country road at night and the risk is known to be slight, it becomes questionable whether the causing of death in these circumstances should be labelled in the same <b>way</b> as intentional killings.","Yet if the example is modified a little, so that the overtaking is on a country road at night and the risk is known to be slight, it becomes questionable whether the causing of death in these circumstances should be labelled in the same <b>manner</b> as intentional killings.",apt,"Yet if the example is modified a little, so that the overtaking is on a country road at night and the risk is known to be slight, it becomes questionable whether the causing of death in these circumstances should be labelled in the same <b>direction</b> as intentional killings.",inapt
690,4891,"The <b>point</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.","The <b>crux</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",apt,"The <b>tip</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",inapt
691,4891,"The <b>point</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.","The <b>crux</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",apt,"The <b>peak</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",inapt
692,4891,"The <b>point</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.","The <b>tip</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",inapt,"The <b>peak</b> is rather that, even though knowingly taking risks with other people's lives is usually unjustifiable, taking a slight risk is less serious than intentionally causing death.",inapt
693,4914,A second approach is to <b>frame</b> the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant's conduct.,A second approach is to <b>portray</b> the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant's conduct.,apt,A second approach is to <b>border</b> the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant's conduct.,inapt
694,4919,<b>Section</b> 210.2 of the Model Penal Code includes within murder those reckless killings which manifest ‘extreme indifference to the value of human life’.,<b>Article</b> 210.2 of the Model Penal Code includes within murder those reckless killings which manifest ‘extreme indifference to the value of human life’.,apt,<b>Segment</b> 210.2 of the Model Penal Code includes within murder those reckless killings which manifest ‘extreme indifference to the value of human life’.,inapt
695,4939,"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a <b>way</b> that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.","Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a <b>manner</b> that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.",apt,"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a <b>direction</b> that Scots law does not, but the essence of both approaches is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.",inapt
696,4941,"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both <b>approaches</b> is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.","Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both <b>methods</b> is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.",apt,"Admittedly, the Model Penal Code does contain a list of circumstances which may amount to extreme indifference, which assists the courts and increases the predictability of verdicts in a way that Scots law does not, but the essence of both <b>comings</b> is that there is no precise way of describing those non-intentional killings which are as heinous as intentional killings.",inapt
697,4948,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>background</b>, allegiance, or other activities.","Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>circumstances</b>, allegiance, or other activities.",apt,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>ground</b>, allegiance, or other activities.",inapt
698,4948,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>background</b>, allegiance, or other activities.","Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>history</b>, allegiance, or other activities.",apt,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>ground</b>, allegiance, or other activities.",inapt
699,4948,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>background</b>, allegiance, or other activities.","Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>circumstances</b>, allegiance, or other activities.",apt,"Their protagonists argue that the law of murder is so important socially that derogation from the principle of maximum certainty should be allowed in favour of more accurate labelling by the courts; opponents argue that the principle of maximum certainty is needed here specifically to reduce the risk of verdicts based on discriminatory or irrelevant factors, such as distaste for the defendant's <b>history</b>, allegiance, or other activities.",apt
700,4958,"A fourth approach, <b>adopted</b> by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the course of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.","A fourth approach, <b>followed</b> by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the course of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.",apt,"A fourth approach, <b>borrowed</b> by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the course of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.",inapt
701,4962,"A fourth approach, adopted by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the <b>course</b> of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.","A fourth approach, adopted by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the <b>duration</b> of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.",apt,"A fourth approach, adopted by English law until 1957 and still in force in many American jurisdictions, is some form of felony-murder rule: anyone who kills during the <b>track</b> of a felony (or, more restrictively, a serious crime of violence) or whilst resisting arrest should be convicted of murder.",inapt
702,4972,"Presumably the justification is that D has already <b>crossed</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.","Presumably the justification is that D has already <b>passed</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",apt,"Presumably the justification is that D has already <b>tracked</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",inapt
703,4972,"Presumably the justification is that D has already <b>crossed</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.","Presumably the justification is that D has already <b>passed</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",apt,"Presumably the justification is that D has already <b>covered</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",inapt
704,4972,"Presumably the justification is that D has already <b>crossed</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.","Presumably the justification is that D has already <b>tracked</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",inapt,"Presumably the justification is that D has already <b>covered</b> a high moral/social threshold in choosing to commit such a serious offence, and should therefore be held liable for whatever consequences ensue, however unforeseeable they may be.",inapt
705,4982,"The point is that the traditional concepts of intention and recklessness do not, of themselves, appear to be sufficiently well <b>focused</b> to mark out those killings which are the most heinous.","The point is that the traditional concepts of intention and recklessness do not, of themselves, appear to be sufficiently well <b>defined</b> to mark out those killings which are the most heinous.",apt,"The point is that the traditional concepts of intention and recklessness do not, of themselves, appear to be sufficiently well <b>sharpened</b> to mark out those killings which are the most heinous.",inapt
706,5015,"Landlords didn't <b>acknowledge</b> the writ, so in January Debbie's solicitor requested a judgment in default for the full amount plus interest and court fees, a total of £2,453.24.","Landlords didn't <b>accept</b> the writ, so in January Debbie's solicitor requested a judgment in default for the full amount plus interest and court fees, a total of £2,453.24.",apt,"Landlords didn't <b>notice</b> the writ, so in January Debbie's solicitor requested a judgment in default for the full amount plus interest and court fees, a total of £2,453.24.",inapt
707,5046,"In case of a dispute you can complain to the professional body, and members are <b>bonded</b>, which means that deposits and rent are covered in case of fraud or dishonesty.’","In case of a dispute you can complain to the professional body, and members are <b>secured</b>, which means that deposits and rent are covered in case of fraud or dishonesty.’",apt,"In case of a dispute you can complain to the professional body, and members are <b>stuck</b>, which means that deposits and rent are covered in case of fraud or dishonesty.’",inapt
708,5072,"<b>Section</b> 22 of the 1979 Estate Agents Act dealing with bonding, licensing and standards of >competency has not been brought in.","<b>Heading</b> 22 of the 1979 Estate Agents Act dealing with bonding, licensing and standards of &gt;competency has not been brought in.",apt,"<b>Segment</b> 22 of the 1979 Estate Agents Act dealing with bonding, licensing and standards of &gt;competency has not been brought in.",inapt
709,5075,"Section 22 of the 1979 Estate Agents Act dealing with bonding, licensing and <b>standards</b> of >competency has not been brought in.","Section 22 of the 1979 Estate Agents Act dealing with bonding, licensing and <b>criteria</b> of &gt;competency has not been brought in.",apt,"Section 22 of the 1979 Estate Agents Act dealing with bonding, licensing and <b>banners</b> of &gt;competency has not been brought in.",inapt
710,5099,"I found it hard to picture what kind of landscape those statistics might have <b>shaped</b>, until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre.","I found it hard to picture what kind of landscape those statistics might have <b>shown</b>, until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre.",apt,"I found it hard to picture what kind of landscape those statistics might have <b>formed</b>, until I opened the Ordnance Survey map to find half of it coloured green with a great blue stain in the centre.",inapt
711,5158,"That jarring manifestation of <b>furious</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.","That jarring manifestation of <b>powerful</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",apt,"That jarring manifestation of <b>enraged</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",inapt
712,5158,"That jarring manifestation of <b>furious</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.","That jarring manifestation of <b>powerful</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",apt,"That jarring manifestation of <b>infuriated</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",inapt
713,5158,"That jarring manifestation of <b>furious</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.","That jarring manifestation of <b>enraged</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",inapt,"That jarring manifestation of <b>infuriated</b> technology seemed as remote and ridiculous as a dream, as silence settled down on Kielderhead and the hawk's whistle came down from the moors.",inapt
714,5198,"To the north, where Poitou borders on the Vendee, shapely <b>clumps</b> of trees are almost the only punctuation marks on widespreading marshy landscapes; to the south it bubbles with little rolling hills.","To the north, where Poitou borders on the Vendee, shapely <b>groups</b> of trees are almost the only punctuation marks on widespreading marshy landscapes; to the south it bubbles with little rolling hills.",apt,"To the north, where Poitou borders on the Vendee, shapely <b>balls</b> of trees are almost the only punctuation marks on widespreading marshy landscapes; to the south it bubbles with little rolling hills.",inapt
715,5203,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>lazy</b> rivers like the Sevre Niortaise and the Charente.","Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>sluggish</b> rivers like the Sevre Niortaise and the Charente.",apt,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>indolent</b> rivers like the Sevre Niortaise and the Charente.",inapt
716,5203,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>lazy</b> rivers like the Sevre Niortaise and the Charente.","Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>sluggish</b> rivers like the Sevre Niortaise and the Charente.",apt,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>otiose</b> rivers like the Sevre Niortaise and the Charente.",inapt
717,5203,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>lazy</b> rivers like the Sevre Niortaise and the Charente.","Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>indolent</b> rivers like the Sevre Niortaise and the Charente.",inapt,"Water is everywhere: canals, streams, small busy rivers with charming names like the Boutonne, the Mignon and the Belle, and big <b>otiose</b> rivers like the Sevre Niortaise and the Charente.",inapt
718,5253,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>unassuming</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.","But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>modest</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",apt,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>retiring</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",inapt
719,5253,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>unassuming</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.","But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>simple</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",apt,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>retiring</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",inapt
720,5253,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>unassuming</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.","But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>modest</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",apt,"But Aulnay, just over 10 miles north-east of St Jean, is probably the best, its <b>simple</b> architecture a perfect frame for the sheer artistry of the carvings round its doors and windows.",apt
721,5272,"It mostly seems to involve producing food for animals to eat, whose excrement is then collected to <b>assist</b> the growth of more food for animals.","It mostly seems to involve producing food for animals to eat, whose excrement is then collected to <b>aid</b> the growth of more food for animals.",apt,"It mostly seems to involve producing food for animals to eat, whose excrement is then collected to <b>work</b> the growth of more food for animals.",inapt
722,5305,"Group 4 Remand Services Ltd, the security firm selected by the Home Office to <b>manage</b> The Wolds in a £5 million-a-year contract, likes to think of its prisoners as customers.","Group 4 Remand Services Ltd, the security firm selected by the Home Office to <b>oversee</b> The Wolds in a £5 million-a-year contract, likes to think of its prisoners as customers.",apt,"Group 4 Remand Services Ltd, the security firm selected by the Home Office to <b>wield</b> The Wolds in a £5 million-a-year contract, likes to think of its prisoners as customers.",inapt
723,5308,"‘It may seem a little <b>odd</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.","‘It may seem a little <b>strange</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",apt,"‘It may seem a little <b>unmated</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",inapt
724,5308,"‘It may seem a little <b>odd</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.","‘It may seem a little <b>strange</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",apt,"‘It may seem a little <b>unpaired</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",inapt
725,5308,"‘It may seem a little <b>odd</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.","‘It may seem a little <b>unmated</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",inapt,"‘It may seem a little <b>unpaired</b> for prison staff to be looking at their prisoners as customers, but they are the direct consumers of our service,’ explained Mr Stephen Twinn, prison director, who spent 23 years in the public sector at various grades of prison governor.",inapt
726,5329,"Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, <b>defender</b> of a slender 2,500 majority.","Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, <b>protector</b> of a slender 2,500 majority.",apt,"Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, <b>withstander</b> of a slender 2,500 majority.",inapt
727,5330,"Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, defender of a <b>slender</b> 2,500 majority.","Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, defender of a <b>modest</b> 2,500 majority.",apt,"Very few know their MP is a Conservative, and hardly anyone that his name is Neville Trotter, defender of a <b>slim</b> 2,500 majority.",inapt
728,5398,"Paddy Cosgrove, his likely replacement, is a council <b>hack</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council <b>worker</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",apt,"Paddy Cosgrove, his likely replacement, is a council <b>jade</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",inapt
729,5398,"Paddy Cosgrove, his likely replacement, is a council <b>hack</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council <b>worker</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",apt,"Paddy Cosgrove, his likely replacement, is a council <b>plug</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",inapt
730,5398,"Paddy Cosgrove, his likely replacement, is a council <b>hack</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council <b>jade</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",inapt,"Paddy Cosgrove, his likely replacement, is a council <b>plug</b> of 21 years standing and ideal backbench fodder, though it is hard to imagine him leading a crusade for Meadowell.",inapt
731,5399,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>fodder</b>, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>weaponry</b>, though it is hard to imagine him leading a crusade for Meadowell.",apt,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>feed</b>, though it is hard to imagine him leading a crusade for Meadowell.",inapt
732,5399,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>fodder</b>, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>weaponry</b>, though it is hard to imagine him leading a crusade for Meadowell.",apt,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>provender</b>, though it is hard to imagine him leading a crusade for Meadowell.",inapt
733,5399,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>fodder</b>, though it is hard to imagine him leading a crusade for Meadowell.","Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>feed</b>, though it is hard to imagine him leading a crusade for Meadowell.",inapt,"Paddy Cosgrove, his likely replacement, is a council hack of 21 years standing and ideal backbench <b>provender</b>, though it is hard to imagine him leading a crusade for Meadowell.",inapt
734,5408,"Just up the road, at Langport in Somerset, was the birthplace of Walter Bagehot (1826–1877), although as he <b>directed</b> his microphone at Liberal Democrat hecklers John Major had other things on his mind.","Just up the road, at Langport in Somerset, was the birthplace of Walter Bagehot (1826–1877), although as he <b>pointed</b> his microphone at Liberal Democrat hecklers John Major had other things on his mind.",apt,"Just up the road, at Langport in Somerset, was the birthplace of Walter Bagehot (1826–1877), although as he <b>took</b> his microphone at Liberal Democrat hecklers John Major had other things on his mind.",inapt
735,5423,There were also some lines intended for local <b>consumption</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,There were also some lines intended for local <b>use</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,apt,There were also some lines intended for local <b>ingestion</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,inapt
736,5423,There were also some lines intended for local <b>consumption</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,There were also some lines intended for local <b>use</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,apt,There were also some lines intended for local <b>uptake</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,inapt
737,5423,There were also some lines intended for local <b>consumption</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,There were also some lines intended for local <b>ingestion</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,inapt,There were also some lines intended for local <b>uptake</b>: ‘Higher petrol prices from the Liberal Democrats … that's not gon na help a rural area …,inapt
738,5460,"But the most striking <b>thing</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.","But the most striking <b>part</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",apt,"But the most striking <b>entity</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",inapt
739,5460,"But the most striking <b>thing</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.","But the most striking <b>element</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",apt,"But the most striking <b>entity</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",inapt
740,5460,"But the most striking <b>thing</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.","But the most striking <b>part</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",apt,"But the most striking <b>element</b> about Bagehot's essay on Peel, in the light of the last full week of this election campaign, is that it simply does not apply to Major at all.",apt
741,5485,But there seemed nothing wrong with the <b>head</b> of government appearing to be the challenger on the hustings.,But there seemed nothing wrong with the <b>leader</b> of government appearing to be the challenger on the hustings.,apt,But there seemed nothing wrong with the <b>caput</b> of government appearing to be the challenger on the hustings.,inapt
742,5487,"President Truman did so in a <b>campaign</b> which no-one expected him to win, and he won.","President Truman did so in a <b>run</b> which no-one expected him to win, and he won.",apt,"President Truman did so in a <b>safari</b> which no-one expected him to win, and he won.",inapt
743,5487,"President Truman did so in a <b>campaign</b> which no-one expected him to win, and he won.","President Truman did so in a <b>contest</b> which no-one expected him to win, and he won.",apt,"President Truman did so in a <b>safari</b> which no-one expected him to win, and he won.",inapt
744,5487,"President Truman did so in a <b>campaign</b> which no-one expected him to win, and he won.","President Truman did so in a <b>run</b> which no-one expected him to win, and he won.",apt,"President Truman did so in a <b>contest</b> which no-one expected him to win, and he won.",apt
745,5523,"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>preparing</b> to detach themselves from blame for defeat.","From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>readying</b> to detach themselves from blame for defeat.",apt,"From Central Office, and from around his entourage, came the unmistakable signs of fair-weather friends <b>cooking</b> to detach themselves from blame for defeat.",inapt
746,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>stand</b> of not being grand, and with Sir David it is the other way about.",apt,"But Major makes a <b>component</b> of not being grand, and with Sir David it is the other way about.",inapt
747,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>stand</b> of not being grand, and with Sir David it is the other way about.",apt,"But Major makes an <b>element</b> of not being grand, and with Sir David it is the other way about.",inapt
748,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>stand</b> of not being grand, and with Sir David it is the other way about.",apt,"But Major makes a <b>factor</b> of not being grand, and with Sir David it is the other way about.",inapt
749,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>stand</b> of not being grand, and with Sir David it is the other way about.",apt,"But Major makes an <b>ingredient</b> of not being grand, and with Sir David it is the other way about.",inapt
750,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>component</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes an <b>element</b> of not being grand, and with Sir David it is the other way about.",inapt
751,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>component</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes a <b>factor</b> of not being grand, and with Sir David it is the other way about.",inapt
752,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes a <b>component</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes an <b>ingredient</b> of not being grand, and with Sir David it is the other way about.",inapt
753,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes an <b>element</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes a <b>factor</b> of not being grand, and with Sir David it is the other way about.",inapt
754,5532,"But Major makes a <b>point</b> of not being grand, and with Sir David it is the other way about.","But Major makes an <b>element</b> of not being grand, and with Sir David it is the other way about.",inapt,"But Major makes an <b>ingredient</b> of not being grand, and with Sir David it is the other way about.",inapt
